City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
633,Ranau,MY,76.71,overcast clouds,5.9538,116.6641,The Second Room
634,Eirunepe,BR,74.3,broken clouds,-6.6603,-69.8736,Hotel novo Acre & Comercial Aguiar
635,Bay City,US,69.8,clear sky,43.5945,-83.8889,DoubleTree by Hilton Hotel Bay City - Riverfront
636,Malia,GR,75.65,clear sky,35.2833,25.4667,Kalypso Hotel
637,Shubarkuduk,KZ,83.32,overcast clouds,49.1447,56.4872,Sirius
638,Tautira,PF,75.87,scattered clouds,-17.7333,-149.15,Pension Oaoa
646,Chandrakona,IN,84.61,broken clouds,22.7333,87.5167,Roy Mansion 3
647,Hambantota,LK,79.14,few clouds,6.1241,81.1185,Bungalow 63
648,Atambua,ID,78.03,broken clouds,-9.1061,124.8925,Kost Alfa Flat
649,Kano,NG,76.93,broken clouds,12.0001,8.5167,Royal Tropicana Hotel
650,Lamu,KE,71.82,light rain,-2.2717,40.902,Lamu House
652,Marsh Harbour,BS,82.42,broken clouds,26.5412,-77.0636,Abaco Beach Resort
653,Mana,GF,76.78,overcast clouds,5.6592,-53.7767,LE SAMANA
656,Gillette,US,73.06,overcast clouds,44.2911,-105.5022,National 9 Inn - Gillette WY
658,Tual,ID,79.47,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
659,Gravelbourg,CA,79.7,clear sky,49.8834,-106.5512,Historic Bishops Residence Bed & Breakfast
660,Starobaltachevo,RU,70.74,overcast clouds,56.0013,55.9213,Uyut
662,High Level,CA,74.86,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
663,Westport,US,78.91,scattered clouds,41.1415,-73.3579,The Westport Inn
667,Los Llanos De Aridane,ES,67.75,broken clouds,28.6585,-17.9182,Valle Aridane
668,Erenhot,CN,81.99,overcast clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
669,Van,TR,65.55,few clouds,38.4924,43.3831,Elite World Van Hotel
671,Labrea,BR,79.23,broken clouds,-7.2586,-64.7981,Hotel Novo Horizonte
672,Kishtwar,IN,68.74,overcast clouds,33.3167,75.7667,Heritage Bagh by Himalayan Musk
